ActualElapsedTime,CRSArrTime,CRSDepTime,DayofMonth,DayofWeek,Dest,Distance,FlightNum,Month,Origin,UniqueCarrier,Year,label_ArrDelayBinary
105,835,700,6,3,93,383,1499,12,153,16,1995,1
302,2053,1245,19,4,176,2556,10,5,146,1,1988,0
203,1324,1055,26,4,223,1310,581,12,201,16,2002,0
30,928,858,11,3,303,36,6171,2,179,18,2004,0
60,1330,1221,22,2,289,321,658,11,20,8,1988,0
131,921,700,7,4,245,861,138,1,201,25,1993,0
77,2214,2059,30,4,229,371,433,9,307,3,1999,1
100,747,600,3,7,246,647,332,4,305,13,2005,1
71,2313,2045,1,5,330,475,1818,12,239,24,1995,1
316,0,0,13,6,176,2342,359,1,210,1,1996,0
53,925,845,18,4,60,77,7977,9,153,6,2003,1
90,1555,1415,21,6,309,551,454,6,89,22,1997,0
108,1010,815,5,7,207,650,549,10,69,25,2003,0
50,1132,1025,12,6,39,200,181,11,107,25,1994,0
73,2232,2105,29,7,84,411,5184,2,79,17,2004,0
66,1540,1430,6,1,93,229,4103,12,79,9,2004,0
52,902,810,23,7,251,186,59,6,50,25,1991,1
128,1555,1241,7,6,20,804,4248,6,178,9,2008,0
189,1712,1200,2,3,223,1426,376,8,246,16,1995,0
154,526,54,7,5,232,1099,509,7,177,13,2000,0
117,1339,1035,11,3,247,793,534,4,87,24,1990,0
60,715,615,4,7,20,270,690,8,170,7,1996,0
167,2345,1900,30,2,53,1224,491,5,87,10,2006,1
36,1331,1250,15,2,135,134,708,12,225,16,1998,0
189,1019,755,24,6,299,1249,1587,11,239,7,2001,0
159,1105,830,6,3,20,761,281,1,184,7,1999,1
82,2107,2050,11,1,166,341,1271,6,20,7,2001,1
206,1955,1420,5,2,202,1567,1598,6,284,16,2001,0
78,1257,1130,11,6,176,337,2182,1,295,24,1997,1
68,1400,1230,31,5,48,292,286,8,184,25,2001,0
57,1359,1300,13,7,13,212,1528,6,249,25,1993,0
124,1235,915,11,5,279,861,3335,3,154,27,2005,0
182,1413,1213,3,2,151,1076,1833,2,95,16,2004,1
72,932,820,21,4,20,259,1019,5,62,5,1998,1
124,1020,815,18,4,26,728,4767,9,160,0,2008,0
144,1635,1305,13,3,20,906,391,2,226,7,2002,0
111,2315,2227,25,5,296,621,283,3,250,13,2005,0
88,812,637,29,6,267,426,355,9,171,1,1990,0
57,2210,2110,14,7,177,293,58,1,83,26,1996,1
144,1113,855,29,7,241,892,539,7,79,7,2001,1
166,1900,1610,15,1,319,998,1218,4,107,5,2002,0
83,2230,2105,27,6,93,383,1821,11,153,6,2004,0
60,1220,1120,18,2,309,251,1023,7,203,26,2000,0
75,2005,1955,13,5,174,368,1256,9,303,26,1996,1
151,1154,814,27,7,39,1046,192,8,313,22,1995,0
243,1755,1050,24,7,78,1975,890,12,246,7,2000,0
51,738,640,21,5,151,224,2035,4,89,1,2000,0
200,1013,745,23,1,87,1302,991,8,249,25,2004,0
83,1529,1400,9,6,13,488,1476,1,95,16,1999,0
108,931,850,2,1,246,551,2701,8,74,13,1999,1
71,1347,1230,7,1,176,373,1234,9,305,24,1992,1
176,1509,1215,9,2,20,946,791,12,41,7,2003,0
80,910,743,20,5,303,342,2747,7,300,1,2001,1
98,1400,1315,19,6,224,550,1364,4,201,26,2003,0
60,1835,1725,25,4,309,258,2067,9,239,1,2008,0
50,1533,1450,4,1,257,123,64,10,172,3,1999,1
72,945,835,13,2,274,296,1496,2,95,16,1996,1
42,1852,1805,1,2,202,129,1712,2,187,16,2000,0
268,1514,745,22,7,251,2106,76,5,284,25,1994,1
57,1230,1137,10,3,87,247,522,2,285,7,1988,1
93,2222,2030,20,4,93,501,1721,6,271,16,2002,0
320,2009,1205,18,5,105,2227,1579,5,177,5,2007,1
278,519,2110,30,6,176,2556,298,4,146,1,2005,0
126,1637,1320,11,5,319,929,816,1,89,7,2002,0
204,0,0,6,6,303,1205,299,12,89,1,1997,1
113,2216,2121,13,7,85,680,565,10,226,16,2002,0
169,1155,809,6,4,207,1121,668,2,89,1,1997,1
281,1722,930,29,1,207,2342,280,1,179,1,2001,0
242,702,2330,17,7,251,2136,28,11,179,25,1996,0
130,915,805,20,2,196,692,429,7,20,11,2004,0
87,1528,1356,30,6,50,370,4589,7,41,15,2005,0
95,1020,845,23,1,53,396,202,5,184,11,2005,0
33,2220,2150,2,2,215,105,1048,2,298,7,1993,1
237,1638,1055,9,2,235,1721,286,12,294,24,2003,1
54,726,632,31,7,176,109,6036,12,30,18,2006,0
133,1404,1045,17,1,235,888,248,7,87,24,2000,1
64,1700,1551,19,3,224,305,502,5,154,5,1993,0
219,2359,1810,11,6,39,1754,710,5,87,24,1996,0
109,1020,728,3,1,85,602,2908,9,250,28,2007,0
52,2021,1925,29,7,84,227,1004,12,271,25,1991,0
55,925,825,9,5,193,319,4,9,83,26,2005,0
122,1915,1600,5,5,105,719,1180,1,239,5,2001,1
98,900,715,30,4,181,585,546,7,79,25,1992,0
213,2131,1900,30,3,246,1262,179,11,313,22,1994,1
177,1418,1210,13,5,151,1208,215,9,86,5,1991,0
108,1505,1305,22,7,229,646,625,8,250,13,2004,1
131,855,645,12,3,200,797,2382,4,89,1,2006,0
91,1351,1230,1,1,176,337,810,7,295,24,1991,1
50,1655,1600,21,6,144,276,46,10,149,26,2000,0
52,2016,2015,17,3,157,231,563,7,95,19,1991,0
110,1205,1025,7,1,267,532,4661,7,26,15,2008,1
65,1405,1245,30,2,105,284,575,8,266,5,1994,0
125,1940,1830,13,2,176,714,449,3,102,26,2007,1
109,1056,900,6,5,246,651,227,10,295,25,2006,0
171,1339,1040,18,3,207,1145,993,3,95,16,1992,0
220,1815,1220,8,3,200,1731,952,5,307,14,1991,0
60,1055,1000,5,5,113,197,1750,4,323,26,2002,1
164,1519,1330,8,2,87,984,1355,5,201,1,1990,0
97,2049,1915,4,1,181,418,1050,10,67,5,2004,1
160,1232,950,8,1,151,925,247,3,239,5,2004,0
79,1240,1120,27,1,68,366,837,6,255,25,2005,0
85,2009,1835,1,2,150,442,1409,2,49,6,2005,0
133,858,650,5,4,20,594,519,12,95,7,2002,1
74,1644,1530,26,6,132,330,5242,2,79,17,2005,1
35,1655,1610,28,6,176,110,6993,2,262,18,2004,0
218,1017,730,2,5,223,1487,1901,4,115,16,2004,0
161,849,700,2,7,235,1005,1079,2,201,24,1997,0
86,1540,1415,25,5,50,370,270,9,41,25,1998,1
225,1255,705,30,5,309,1708,2996,8,246,1,2002,0
66,800,655,26,4,181,296,376,5,240,20,1988,0
197,1855,1335,8,3,87,1345,376,6,276,1,1994,0
317,1919,1545,31,4,143,2556,933,10,179,16,1996,0
35,1117,1035,20,3,50,121,662,3,0,25,1991,0
100,1826,1545,27,1,87,551,4327,9,102,9,2004,0
56,1000,900,21,4,151,217,2548,7,83,27,2005,0
121,2251,2155,4,4,85,641,375,5,89,1,1995,1
50,1432,1345,19,6,28,109,6041,5,179,18,2007,1
87,1026,955,15,3,235,412,336,7,255,25,1998,1
99,1145,1005,21,4,272,564,604,2,294,3,2008,1
123,1148,945,21,7,0,692,4390,1,20,9,2007,1
129,1055,940,4,4,85,770,477,1,313,24,2001,0
109,802,600,11,5,202,700,442,7,226,16,2003,0
161,2010,1720,5,7,245,1013,760,7,210,25,1992,1
105,1205,1005,18,4,319,727,1074,12,293,26,1997,1
107,1430,1251,27,3,93,408,1137,12,52,16,2006,1
148,1408,1233,2,5,309,872,3179,8,107,1,2002,0
127,1538,1434,7,3,229,646,625,3,250,13,2001,1
93,2108,1820,13,6,150,589,850,4,239,24,2002,0
285,1030,755,18,7,299,1929,1063,10,201,7,1992,1
63,922,825,26,7,52,191,1585,5,20,7,2002,0
76,2110,1947,26,5,283,262,5452,10,295,18,2007,1
204,520,2350,29,4,309,1736,266,10,295,22,1987,0
128,733,645,5,5,235,599,545,10,69,24,1990,1
100,1956,1840,9,3,20,321,404,12,293,7,1992,1
239,2135,2101,16,5,263,490,1257,8,226,16,2002,1
58,2122,2030,13,3,39,185,1848,7,184,7,1994,1
72,1310,1155,24,6,301,389,927,4,238,26,1999,1
121,1146,930,24,3,176,834,779,11,246,24,2004,0
234,2118,1830,3,5,87,1391,807,8,171,1,1990,1
222,1559,1025,3,2,181,1619,162,5,87,24,1988,1
51,1635,1443,2,7,119,157,4277,1,239,15,2005,1
104,2140,1956,19,2,16,571,67,9,172,3,2006,1
91,1827,1700,29,7,229,446,2359,11,284,1,1987,1
238,2028,1855,29,3,303,1919,1445,5,20,7,2002,0
68,2251,2140,24,3,61,259,2136,3,20,7,1999,1
33,955,920,9,5,230,100,206,2,146,2,2001,0
228,2240,1655,13,2,235,1745,182,2,179,1,1990,1
234,1045,755,24,3,87,1302,546,12,249,25,2003,1
85,1344,1230,24,4,87,328,1940,6,155,1,1993,1
74,1734,1605,24,6,181,335,158,8,255,25,2002,0
297,615,2310,17,1,85,2406,889,10,16,10,2005,1
89,1245,1020,8,2,198,478,423,4,33,26,2008,1
172,2317,2010,14,2,279,1068,265,3,107,5,2000,0
63,1524,1415,10,2,309,370,534,5,189,22,1988,0
195,2213,1705,4,4,87,1235,306,8,179,1,1988,1
100,1340,1105,19,3,50,611,384,6,203,26,1996,1
206,1740,1217,5,3,157,1489,414,5,250,23,2004,0
81,2010,1845,3,1,196,405,1367,12,203,26,2001,0
88,1208,1140,8,2,37,329,966,7,69,25,2008,0
211,1209,645,25,2,151,1347,786,5,307,5,1999,1
140,2002,1731,13,5,290,866,687,5,177,3,2005,1
52,2313,2115,23,7,173,179,6784,7,239,18,2006,0
152,836,730,27,3,85,680,559,4,226,16,1994,1
86,2150,2023,17,2,291,414,874,8,177,13,2004,0
100,1545,1255,22,2,144,759,1446,10,2,26,1996,0
70,1735,1620,15,3,229,371,780,6,307,26,1994,0
213,1206,620,13,6,309,1679,596,10,305,22,2001,1
152,1425,1051,24,7,39,1046,436,3,313,22,1996,0
182,1508,1245,30,1,87,1213,839,9,240,1,1996,0
90,1050,930,17,1,176,337,1705,2,295,24,1992,1
111,1440,1235,22,2,309,722,580,2,22,22,2000,0
203,1548,1335,9,1,223,1124,371,7,41,16,2001,1
226,1808,1605,14,3,229,1456,835,2,89,1,2001,0
74,816,700,16,3,236,296,150,9,184,25,1992,1
60,703,600,10,4,223,282,604,9,236,16,1992,0
131,838,734,21,5,87,733,557,7,293,1,1995,1
78,2050,1932,14,5,68,331,105,10,86,25,1994,1
126,1756,1700,2,2,151,689,1269,9,20,7,1997,1
74,1134,1010,8,2,200,349,1840,2,226,16,2005,0
99,1839,1705,8,1,87,432,653,3,205,7,1999,1
109,1850,1705,25,7,84,399,4574,11,41,15,2007,0
105,1450,1205,8,5,93,629,368,6,199,16,1990,1
126,1113,755,21,3,207,964,1518,1,154,5,1998,1
60,635,630,24,3,200,229,636,12,95,26,2003,0
77,749,635,26,7,202,392,1031,6,199,16,1988,1
260,2339,1605,7,1,50,2106,776,3,177,13,2005,0
56,1335,1235,19,4,309,251,1823,6,203,26,1997,0
76,1019,806,4,5,289,286,4071,2,239,15,2005,0
112,1451,1258,19,3,292,364,3589,3,89,15,2003,0
120,1015,810,12,1,150,758,906,10,201,24,1987,0
71,2119,2005,22,2,26,313,1806,10,86,16,1991,0
70,2030,1925,1,7,50,220,1450,5,164,26,2005,1
190,1155,842,27,3,279,1068,639,10,107,5,1993,1
109,1739,1450,11,5,87,641,1324,1,87,1,2002,1
122,1131,950,27,3,93,505,1153,11,148,16,1991,1
59,1745,1630,19,2,39,187,4668,6,171,15,2007,0
184,1117,931,15,2,242,992,1473,2,87,24,2000,1
49,715,630,8,5,144,192,1642,5,285,26,1998,1
121,1955,1745,26,7,93,632,393,4,41,16,1992,0
50,940,845,26,7,150,183,172,6,255,25,1994,0
172,950,700,30,1,241,1028,141,1,171,4,2006,0
95,654,531,19,7,309,462,324,4,235,22,1992,1
75,807,735,19,4,223,408,111,3,134,16,1998,0
112,1422,1225,1,4,290,679,2396,6,295,24,1995,0
103,1721,1540,2,5,85,602,414,2,250,24,1996,1
73,1642,1540,26,5,251,205,127,2,86,25,1993,1
164,0,0,12,5,87,1021,1417,11,67,1,1999,0
72,1538,1425,17,6,203,316,522,1,154,5,2004,1
272,1018,725,12,5,299,1926,1639,3,249,7,1999,0
132,1815,1700,14,5,151,689,825,12,20,5,1990,1
62,1349,1240,10,3,224,349,863,4,205,16,2002,0
99,1002,815,10,6,31,597,1412,6,89,1,1995,0
59,1647,1548,9,1,87,190,1942,10,22,1,2000,0
124,1126,920,6,7,20,594,493,2,95,16,2000,0
164,913,735,8,1,207,1045,1114,11,302,1,2004,1
110,952,710,14,1,68,575,334,7,313,25,1997,1
161,1020,630,4,7,207,1197,969,8,239,1,1996,0
243,942,850,17,3,324,1541,307,9,20,7,2003,1
123,1236,1130,20,5,85,680,569,10,226,16,2000,0
90,2258,2120,23,5,173,458,1706,7,153,6,2004,1
35,822,740,28,6,176,109,6163,8,284,18,2004,0
34,1417,1340,20,2,183,102,169,1,146,12,2004,0
175,2345,1830,1,7,87,1438,2426,5,300,1,2005,0
154,1110,1010,13,6,174,1140,259,3,199,26,1999,0
62,1154,1056,9,1,87,190,1514,6,22,1,1997,1
96,724,540,3,1,20,515,291,4,283,7,2000,0
171,536,40,18,4,87,1235,754,7,179,1,1991,0
35,1158,1120,24,1,133,75,453,10,69,25,1994,1
252,54,2235,10,2,176,1745,127,10,239,24,2000,0
151,1929,1750,4,5,242,992,1165,12,87,24,1998,0
170,2230,1922,11,7,207,1097,1737,3,184,1,2001,0
50,1250,1200,2,6,144,192,230,8,285,26,2008,0
94,1759,1615,4,3,85,602,706,12,250,24,1991,0
125,915,715,22,2,20,619,4720,4,202,9,2008,1
178,1005,715,19,4,206,1142,2560,2,201,26,2004,1
108,915,839,21,1,246,507,1183,5,303,7,2007,1
106,1815,1710,10,6,229,646,373,3,250,26,2007,0
63,2030,1900,3,1,84,214,6875,9,184,25,2001,0
68,1830,1720,7,4,177,341,1756,12,22,26,2006,0
65,2259,2152,18,1,49,326,2233,12,295,24,2000,0
136,1500,1224,18,4,245,951,574,3,245,25,2004,0
214,1224,835,31,2,223,1142,1270,3,40,16,1998,1
227,527,2230,30,5,68,1774,174,4,250,25,1999,0
123,915,615,26,1,299,626,1776,11,284,7,2007,0
91,830,550,12,5,20,503,4499,9,183,9,2003,0
364,1322,1005,24,6,291,2565,548,4,107,5,2004,0
79,1657,1445,18,1,251,402,425,3,203,25,1991,1
115,1640,1325,1,3,61,760,7850,1,239,6,2003,0
144,2031,1801,16,7,87,852,3728,5,226,15,2004,0
150,1831,1659,26,7,235,733,345,10,184,1,2003,0
54,1415,1316,22,3,235,174,4026,8,132,15,2001,0
45,1410,1325,19,2,81,189,228,4,22,26,1994,0
281,1215,1025,14,1,174,2039,743,5,201,26,2007,1
67,1159,1155,30,2,174,256,2561,12,250,13,1997,1
101,1544,1350,11,1,68,544,1050,2,184,25,2002,1
349,2052,1730,4,1,291,2565,348,9,107,5,2006,0
59,1400,1305,16,2,221,228,706,11,226,16,1993,1
98,1535,1410,25,7,39,280,4989,3,249,15,2001,1
69,1248,1030,24,6,20,332,2114,4,205,7,1999,0
50,1105,915,2,2,93,229,436,1,203,26,1990,0
105,954,900,31,1,176,590,945,10,303,7,2005,0
128,1500,1120,9,7,198,989,1688,4,203,26,2000,0
55,2120,2025,30,5,290,224,1474,5,125,26,1997,0
139,1502,1240,28,2,20,745,841,1,107,7,2003,0
162,1019,830,4,2,223,898,2889,9,202,0,2007,0
35,1236,1147,8,1,5,89,3265,5,89,15,2006,0
235,1931,1745,11,4,85,1337,1529,1,69,25,2007,1
66,1924,1805,30,7,78,268,5612,7,134,17,2006,0
93,1040,1000,22,3,309,487,271,11,67,22,1995,1
65,1505,1400,7,5,176,236,774,8,177,26,1998,1
79,1325,1200,1,7,50,377,1540,4,209,26,2007,0
174,1710,1425,15,5,198,938,492,2,107,5,2008,1
240,2127,1822,3,6,105,1608,1270,4,302,1,2004,1
64,1533,1405,24,1,68,331,1497,9,86,25,2007,1
81,1736,1610,31,5,78,373,282,7,20,7,1998,1
111,902,720,4,6,84,547,450,8,20,7,2007,1
170,1635,1355,18,2,168,1069,350,11,115,4,2003,1
214,1052,932,22,3,174,1300,783,9,226,16,2004,1
144,18,2045,26,3,198,1005,300,2,239,24,2003,0
181,535,30,9,1,87,1464,530,4,295,1,2007,1
73,1430,1323,10,1,223,282,1084,11,236,16,2003,1
314,1655,1425,13,6,176,2288,263,9,153,1,2008,0
94,2129,1959,24,3,105,462,1740,6,70,13,1992,1
157,734,605,1,7,85,888,707,6,239,24,2008,1
121,916,730,2,4,39,632,380,2,95,16,1995,1
48,1124,1015,24,6,105,199,306,1,86,5,1998,0
121,2301,1955,4,5,260,849,1036,11,239,24,1994,0
92,933,730,5,3,20,171,4183,1,90,9,2005,1
149,1755,1640,8,5,280,853,1936,2,87,7,2002,1
155,1952,1630,2,2,196,919,2012,1,303,7,2001,1
137,1555,1422,22,1,246,868,1566,3,89,1,2004,0
155,2219,2005,15,2,245,665,5458,4,20,17,2008,1
74,1107,905,6,3,20,214,1559,4,39,7,1994,1
49,1120,1015,21,2,309,251,345,9,203,26,1993,0
177,1907,1400,26,7,87,1315,472,7,287,1,1992,0
113,2310,2110,6,5,144,670,686,4,39,26,2007,0
76,1423,1306,11,3,299,387,4070,10,34,18,2006,1
92,1641,1505,7,3,245,448,454,2,69,25,2001,0
161,0,0,16,5,105,719,1968,1,239,1,1998,1
90,1400,1325,16,1,100,562,340,8,83,26,1993,0
136,1311,1020,6,6,87,641,558,2,87,24,1999,1
109,1942,1650,25,7,270,642,1820,7,239,24,1993,1
257,1515,745,24,2,93,1957,286,4,284,16,1990,0
62,1525,1415,6,5,251,335,844,5,293,25,1994,0
93,1541,1405,9,4,223,449,596,5,313,16,1996,0
166,1025,837,8,7,242,992,399,1,87,24,2006,0
326,1910,1620,27,7,291,2457,73,8,52,25,1995,0
55,1500,1350,2,1,181,292,2148,12,50,25,1996,0
54,1900,1805,20,2,81,248,1605,5,285,26,2003,0
113,1140,939,31,6,87,604,3854,12,258,15,2005,1
151,2135,1900,2,7,20,761,635,1,184,7,2000,1
230,1841,1255,10,3,87,1660,662,7,294,7,2002,1
309,2255,1935,20,4,143,2398,219,3,295,7,1997,0
172,1329,946,10,3,181,1183,1814,11,227,1,2004,1
103,1130,955,29,5,176,451,142,9,328,26,2000,1
194,1051,810,6,5,87,1302,1071,7,249,25,2001,0
92,1650,1508,21,7,87,460,4409,12,199,9,2003,0
50,900,810,11,4,129,174,4219,10,239,15,2007,0
87,1042,1015,28,7,246,507,1058,9,303,7,1997,0
55,901,840,26,4,235,235,255,8,95,24,2004,0
272,2345,2210,22,5,176,1946,1448,6,20,7,2001,1
44,2234,2145,3,1,131,120,1761,1,95,16,1994,0
212,2103,1850,4,1,151,1235,1047,6,52,5,2001,1
255,1622,852,1,3,105,2133,680,5,250,13,1991,0
71,2142,1930,10,4,289,320,625,9,205,16,1992,0
75,1652,1531,16,3,234,363,6397,4,295,18,2008,0
70,1130,1020,10,5,193,441,1557,9,147,26,1999,0
74,2048,1930,26,5,309,351,738,1,326,22,2001,1
43,1135,1050,11,2,22,189,209,6,83,26,1996,1
161,1229,940,15,4,198,950,775,10,184,25,1992,0
59,1802,1655,9,4,87,247,836,6,147,7,1988,0
154,1323,1102,3,2,176,834,983,10,246,24,2006,1
63,2050,1941,4,5,16,399,46,6,27,3,1999,1
110,1430,1235,13,2,93,501,1691,2,271,16,2007,0
91,1040,915,19,4,20,403,1046,3,201,7,1998,1
173,1248,950,21,3,93,1087,893,11,245,16,2001,0
61,2040,1940,16,1,124,140,3257,10,89,15,2006,0
182,1102,735,30,6,245,980,680,8,226,16,1997,1
79,1205,1045,11,4,287,383,5734,3,79,17,2004,0
130,1215,1011,16,1,26,859,440,11,20,7,1987,1
86,1124,903,10,3,100,347,421,9,250,25,2008,0
97,1623,1445,21,3,69,478,1676,6,184,25,1995,0
108,1539,1340,13,2,78,507,5591,11,249,17,2007,0
70,1059,955,25,4,285,191,6252,1,295,18,2007,1
57,2125,2020,1,6,176,236,917,1,177,26,1994,0
172,2103,1810,20,5,48,1166,1120,6,115,4,2008,1
170,1635,1340,1,2,207,1013,2593,9,249,25,1992,0
305,2000,1210,31,1,168,2153,292,8,250,13,1992,1
84,1458,1338,21,1,309,351,552,9,326,22,1998,1
60,1640,1635,18,5,200,284,505,9,70,26,1992,0
115,1950,1745,4,1,291,651,415,4,250,26,1988,0
79,1107,951,19,2,203,316,749,1,154,5,1993,0
67,1643,1530,30,1,260,357,392,1,86,25,2006,0
116,1902,1551,2,6,260,849,1340,7,239,1,1988,0
65,850,730,31,6,309,410,1565,3,33,26,2001,0
69,1504,1400,28,5,315,279,2005,12,255,25,2001,1
145,1651,1320,26,7,105,1008,184,1,226,16,1992,0
219,1210,620,12,2,309,1736,1646,8,295,1,2008,0
31,809,730,13,7,246,110,604,3,328,13,1994,0
184,1712,1515,2,6,299,1156,1437,1,313,7,1988,1
70,1525,1415,20,4,20,227,317,10,69,11,2005,1
144,2135,1805,9,6,26,1050,962,12,226,16,1995,1
254,1723,1455,30,1,296,1829,755,7,239,1,1990,1
127,1122,915,6,3,198,758,1961,6,153,24,2001,0
216,1619,1055,12,2,22,1504,374,2,295,24,2008,1
250,931,740,29,1,246,1460,129,4,213,13,2002,1
121,1707,1340,19,7,223,991,678,5,303,16,1996,0
141,1342,1220,10,3,196,809,1570,9,69,25,1997,0
58,740,640,14,2,176,236,43,6,177,13,1994,0
155,1448,1200,16,4,105,1065,382,11,115,5,1995,0
210,2040,1807,18,1,87,1471,367,7,26,1,1988,0
71,838,830,12,4,37,214,1428,4,20,7,2001,0
70,1820,1615,22,5,2,328,2226,8,250,26,2003,1
69,1739,1630,16,1,39,280,418,11,249,7,1987,0
153,1040,705,14,4,245,980,688,8,226,16,2008,0
177,604,55,10,2,223,1399,152,4,294,16,2001,0
163,1658,1159,3,7,87,1235,2442,4,179,1,2005,1
66,800,700,20,5,177,293,934,4,83,26,1990,1
180,1028,720,19,6,198,1121,1660,10,41,25,1996,0
69,1756,1641,8,6,196,237,2975,3,313,1,2003,0
232,1219,625,3,1,235,1745,100,4,179,24,2006,1
130,1212,1114,3,5,291,599,623,3,303,7,2006,1
184,1614,1105,5,7,20,1282,1860,8,102,7,2001,0
57,1045,945,1,7,303,226,1006,5,177,26,2005,0
259,643,2320,24,4,251,2125,118,6,294,25,1999,0
52,955,1009,31,5,31,134,1646,5,20,7,1996,1
64,1002,859,18,1,270,256,318,7,69,20,1988,1
81,1405,1240,24,4,202,432,608,8,89,1,2006,1
319,952,740,26,5,176,2158,1193,12,323,7,1997,1
135,1705,1355,20,1,223,887,708,5,138,16,1991,1
55,1934,1940,27,2,147,151,1002,5,20,7,1997,1
50,1520,1425,31,2,274,224,1070,12,255,25,1996,1
120,1429,1231,1,5,290,697,441,3,300,3,1996,1
105,1819,1630,6,6,87,328,3412,1,155,15,2001,0
66,1618,1511,27,3,242,222,5749,8,207,18,2008,0
213,1512,947,11,4,235,1515,304,8,177,1,1988,1
73,1400,1245,21,4,200,405,304,3,199,26,1996,1
109,1933,1830,28,6,202,656,883,12,323,16,1996,1
143,1730,1545,20,3,144,957,44,8,115,26,2008,0
95,1452,1307,24,7,37,631,786,4,89,7,1988,0
72,952,830,8,2,196,392,1159,8,205,16,2006,1
126,1849,1816,26,1,235,412,4456,4,255,15,2004,1
78,1340,1215,29,1,301,480,1555,4,284,26,1996,0
67,2230,2125,7,4,13,367,132,1,255,25,1988,1
36,1805,1731,12,4,169,95,67,12,299,3,1996,1
41,2145,2105,8,4,22,148,359,12,147,26,1994,1
76,1145,1130,8,4,176,370,440,12,250,26,1994,1
61,1659,1600,1,3,251,210,147,3,52,25,2000,0
279,1035,906,30,6,303,1919,716,10,20,7,1993,1
212,2148,1600,10,5,235,1739,1038,11,246,24,2000,0
80,2215,2050,23,2,198,449,2021,11,136,6,2004,1
113,1449,1300,10,4,13,646,664,4,69,25,1997,1
162,2002,1816,30,2,151,845,1001,1,160,5,2007,0
186,1559,1157,29,2,207,1197,1664,4,239,1,2003,1
109,1501,1305,26,4,48,712,5082,2,20,17,2004,1
52,1619,1520,24,5,48,192,2266,6,67,27,2005,0
45,2255,2200,5,4,76,221,1134,1,69,20,1989,0
81,1243,1120,29,3,202,453,872,8,155,16,1990,0
160,2105,1920,20,1,151,964,978,11,210,1,2000,0
196,806,600,19,5,299,1249,851,4,239,7,1996,1
48,2318,2230,7,6,242,129,86,7,294,16,1990,1
72,1740,1630,19,5,176,308,1226,11,300,26,2004,1
135,1723,1430,28,5,20,689,1010,2,154,5,1997,1
221,2130,1850,14,7,246,1440,515,3,239,24,1993,1
124,2203,1910,19,7,20,732,1264,3,89,7,1995,1
33,1826,1755,29,7,143,100,225,4,234,2,2001,1
175,1350,1110,24,5,198,938,2471,9,107,7,1999,1
388,2104,1755,13,4,242,2433,784,7,107,5,2006,1
214,1527,940,8,6,235,1781,278,5,305,24,1999,0
92,1208,928,19,6,315,607,4094,7,239,15,2003,1
197,1020,800,26,4,224,1182,129,2,171,4,2004,0
111,1737,1640,8,1,85,641,1525,4,89,24,2002,0
136,1805,1440,20,7,69,927,1610,5,89,1,2007,0
120,2025,1710,11,3,232,839,3944,1,303,18,2006,0
66,1310,1200,3,2,37,395,360,3,203,26,1998,1
86,1937,1755,3,1,69,405,2397,12,249,25,2001,0
49,2052,1955,20,2,282,213,1435,7,69,25,2004,0
75,933,710,18,6,251,412,4246,9,239,15,2004,0
60,1231,1120,26,7,87,285,4349,12,10,9,2004,1
48,747,605,22,4,69,182,287,9,160,25,1988,1
194,19,2005,25,3,181,1389,240,5,89,1,1988,1
65,2140,2035,25,2,267,227,582,4,86,25,2000,0
73,915,700,27,5,299,422,1936,10,276,7,1995,1
77,1909,1740,21,4,223,349,399,4,203,16,2005,0
66,1324,1245,20,3,246,110,668,5,328,16,1992,1
269,2248,2105,5,2,174,1910,635,9,255,25,2000,0
54,1947,1855,25,4,151,201,291,10,76,5,1990,0
135,2312,2100,13,2,282,722,5812,12,184,17,2005,1
188,900,705,27,7,87,1103,793,4,245,7,1997,1
65,1653,1550,26,4,251,243,867,10,24,25,1995,1
72,1340,1230,9,3,39,280,208,12,249,25,1998,1
124,2005,1655,15,7,85,846,1504,6,307,24,2003,0
194,924,735,6,2,242,1009,719,12,250,3,2005,1
109,758,611,1,5,93,488,1519,8,13,16,2008,0
50,712,615,14,1,235,177,593,4,160,24,1997,0
212,102,2130,26,7,168,1597,35,8,302,22,1990,0
98,1950,1815,24,1,223,349,627,6,203,16,2002,1
133,1241,1027,10,3,280,933,364,4,246,3,1996,1
293,1733,940,4,2,319,2158,1781,9,179,7,2007,1
80,2330,2105,6,2,81,580,375,3,2,26,2007,0
141,1020,755,6,3,198,895,489,6,67,5,2001,0
270,1124,855,7,3,291,1846,485,6,239,1,1995,1
164,1240,1000,23,2,290,954,513,2,179,3,1993,1
153,2212,1840,12,7,167,954,540,8,22,27,2007,1
237,1837,1645,6,2,85,1557,1643,11,249,24,2001,1
153,923,650,18,6,176,954,367,5,294,7,1996,1
59,1002,905,1,4,133,205,531,3,271,1,1990,1
102,1105,910,17,2,246,621,515,6,300,13,2003,0
140,804,622,24,2,235,849,1861,3,264,1,1998,0
162,2003,1616,10,7,246,1107,642,2,294,3,2002,0
75,1505,1350,13,7,69,346,1552,10,69,25,1991,1
156,0,0,30,4,280,1171,533,1,89,1,1997,0
117,2057,1800,7,7,52,666,7188,10,239,28,2007,1
60,2115,2005,24,1,66,314,1825,4,52,5,1995,0
175,1900,1611,30,4,105,1024,1799,3,245,5,2000,1
105,1100,910,4,5,246,647,515,10,305,13,2002,0
